1|22.02.2012 18:11:06|1329919866
2|24.02.2012 04:08:16|1330042096
3|28.02.2012 01:19:15|1330377555
4|28.02.2012 15:43:00|1330429380
5|02.03.2012 17:08:58|1330693738
6|05.03.2012 02:46:49|1330901209
7|06.03.2012 18:34:30|1331044470
8|12.03.2012 00:43:51|1331498631
9|13.03.2012 18:34:50|1331649290
10|16.03.2012 18:58:19|1331909899
11|20.03.2012 12:03:16|1332230596
12|23.03.2012 15:18:45|1332501525
13|31.03.2012 15:24:40|1333193080
14|02.04.2012 14:28:46|1333362526
15|11.04.2012 17:40:47|1334151647
17|14.04.2012 03:13:52|1334358832
18|17.04.2012 14:37:14|1334659034
19|21.04.2012 22:53:37|1335034417
20|21.04.2012 23:42:54|1335037374
21|23.04.2012 13:48:58|1335174538
22|26.04.2012 17:32:59|1335447179
23|30.04.2012 13:34:31|1335778471
24|30.04.2012 20:13:08|1335802388
25|02.05.2012 14:14:10|1335953650
26|03.05.2012 16:14:12|1336047252
27|03.05.2012 18:14:34|1336054474
28|03.05.2012 19:13:32|1336058012
29|04.05.2012 01:11:23|1336079483
30|04.05.2012 02:11:43|1336083103
31|04.05.2012 10:15:18|1336112118
32|04.05.2012 11:14:36|1336115676
33|04.05.2012 12:12:48|1336119168
34|04.05.2012 17:14:22|1336137262
35|04.05.2012 18:11:36|1336140696
36|07.05.2012 01:11:34|1336338694
37|10.05.2012 01:11:42|1336597902
38|11.05.2012 01:11:31|1336684291
39|12.05.2012 01:11:30|1336770690
40|13.05.2012 01:11:25|1336857085
41|15.05.2012 01:11:40|1337029900
42|16.05.2012 01:11:28|1337116288
43|17.05.2012 01:11:26|1337202686
44|18.05.2012 01:11:37|1337289097
45|19.05.2012 01:11:34|1337375494
46|20.05.2012 01:11:32|1337461892
47|21.05.2012 01:11:43|1337548303
48|22.05.2012 01:11:46|1337634706
49|23.05.2012 01:11:52|1337721112
50|24.05.2012 01:11:45|1337807505
51|01.06.2012 18:21:00|1338560460
52|03.06.2012 01:11:54|1338671514
53|04.06.2012 01:11:55|1338757915
54|05.06.2012 01:11:47|1338844307
55|06.06.2012 01:11:56|1338930716
56|07.06.2012 01:11:54|1339017114
57|08.06.2012 01:11:50|1339103510
58|09.06.2012 01:12:01|1339189921
59|10.06.2012 01:12:25|1339276345
60|11.06.2012 01:12:02|1339362722
61|12.06.2012 01:12:26|1339449146
62|13.06.2012 01:11:56|1339535516
63|14.06.2012 01:12:07|1339621927
64|15.06.2012 01:11:38|1339708298
65|16.06.2012 01:11:56|1339794716
66|18.06.2012 01:11:58|1339967518
67|19.06.2012 01:12:04|1340053924
68|19.06.2012 14:52:42|1340103162
69|20.06.2012 01:12:09|1340140329
70|28.06.2012 17:04:59|1340888699
71|28.06.2012 18:57:48|1340895468
72|29.06.2012 12:34:25|1340958865
73|02.07.2012 13:06:06|1341219966
74|03.07.2012 01:12:24|1341263544
75|04.07.2012 01:11:56|1341349916
76|09.07.2012 11:24:54|1341818694
77|11.07.2012 12:07:53|1341994073
78|12.07.2012 01:12:20|1342041140
79|13.07.2012 01:13:04|1342127584
80|13.07.2012 17:09:07|1342184947
81|13.07.2012 19:05:47|1342191947
82|14.07.2012 01:12:28|1342213948
83|16.07.2012 12:03:44|1342425824
84|17.07.2012 01:12:37|1342473157
85|17.07.2012 13:03:10|1342515790
86|18.07.2012 01:13:05|1342559585
87|19.07.2012 01:12:28|1342645948
88|20.07.2012 01:12:12|1342732332
89|21.07.2012 01:12:36|1342818756
90|24.07.2012 01:11:45|1343077905
91|25.07.2012 01:12:25|1343164345
92|26.07.2012 01:12:34|1343250754
93|27.07.2012 01:12:30|1343337150
94|28.07.2012 01:12:33|1343423553
95|29.07.2012 01:12:38|1343509958
96|31.07.2012 01:12:50|1343682770
97|01.08.2012 01:13:23|1343769203
98|02.08.2012 01:13:10|1343855590
99|03.08.2012 01:13:41|1343942021
100|04.08.2012 01:13:09|1344028389
101|07.08.2012 01:13:18|1344287598
102|07.08.2012 15:23:51|1344338631
103|09.08.2012 01:12:58|1344460378
104|10.08.2012 01:13:16|1344546796
105|11.08.2012 01:13:08|1344633188
106|14.08.2012 01:15:22|1344892522
107|15.08.2012 01:13:06|1344978786
108|16.08.2012 01:12:35|1345065155
109|17.08.2012 01:13:40|1345151620
110|17.08.2012 13:16:51|1345195011
111|18.08.2012 01:14:31|1345238071
112|20.08.2012 12:05:26|1345449926
